hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
apw_eng_20041206_0360_11:2-3-4,"Snow was not overly concerned about the weak dollar , and his replacement is considered likely to follow the same policy .","Snow be not overly concerned about the weak dollar , and he replacement is consider likely to follow the same policy .",,apw_eng_20041206_0360_11,"While oil prices rose , the dollar also saw pressure due to news reports that said the Bush administration was considering replacing Treasury Secretary John Snow .","Snow was not overly concerned about the weak dollar , and his replacement is considered likely to follow the same policy .","Snow be not overly concerned about the weak dollar , and he replacement is consider likely to follow the same policy .","While some analysts felt investor optimism would be enough to overcome the lingering questions about the economy and oil prices , others felt the problems could become too great for investors to ignore .",not,overly,concerned,not,overly,concerned,2,3,4,"{'lemma': 'concerned', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'concerned'}",neg,"{'lemma': 'concerned', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'overly', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'concerned'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041206_0329_15:30-32-33,"At the same time , authorities appear to be using the medical checkups to determine who among the group is the most ill and releasing them to ensure they do n't become more sick or die in custody .","at the same time , authority appear to be use the medical checkup to determine who among the group be the most ill and release they to ensure they do not become more sick or die in custody .",,apw_eng_20041206_0329_15,"Castro 's government has made no public statement about the releases , but analysts believe Cuba is signaling flexibility amid warming relations with Europe .","at the same time , authorities appear to be using the medical checkups to determine who among the group is the most ill and releasing them to ensure they do n't become more sick or die in custody .","at the same time , authority appear to be use the medical checkup to determine who among the group be the most ill and release they to ensure they do not become more sick or die in custody .",The De Cuba magazine where Olivera worked was the first publication of its kind to publish independent writings on the island .,n't,more,sick,n't,more,sick,30,32,33,"{'lemma': 'sick', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'ensure'}","{'lemma': 'not', 'ix': 30, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sick'}",neg,"{'lemma': 'sick', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'ensure'}","{'lemma': 'more', 'ix': 32, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'sick'}",advmod,apw_eng_200412,30-32-33,immediateNeg
apw_eng_20041206_0313_5:4-5-6,"-LBQ-  Those opportunities are not readily available , coming from urban situations where you do n't know much ,  -RDQ-  he said .","`` those opportunity be not readily available , come from urban situation where you do not know much , '' he say .",,apw_eng_20041206_0313_5,"Banner says he 's always been interested in an acting career , but growing up , he never knew how to get involved in it .","`` Those opportunities are not readily available , coming from urban situations where you do n't know much , '' he said .","`` those opportunity be not readily available , come from urban situation where you do not know much , '' he say .","Banner , who 's known for hits like  -LBQ-  Like a Pimp ,  -RDQ-  says he 's learned a lot in his studies _ and he 's able to translate it to everyday life .",not,readily,available,not,readily,available,4,5,6,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'readily', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,4-5-6,immediateNeg
apw_eng_20041206_0258_17:7-8-9,"But he said that  -LBQ-  victory is not only possible , it is a fact .  -RDQ-","but he say that `` victory be not only possible , it be a fact . ''",,apw_eng_20041206_0258_17,"-LBQ-  Right now we are faced with the armies of darkness ,  -RDQ-  the interim president said .","but he said that `` victory is not only possible , it is a fact . ''","but he say that `` victory be not only possible , it be a fact . ''","The majority of Iraqi 's want to hold the Jan. 30 elections , he said .",not,only,possible,not,only,possible,7,8,9,"{'lemma': 'possible', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'fact'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'possible'}",neg,"{'lemma': 'possible', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'fact'}","{'lemma': 'only', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'possible'}",advmod,apw_eng_200412,7-8-9,immediateNeg
apw_eng_20041206_0251_8:4-5-6,A company spokesman was n't immediately available to discuss any specific reasons for the lowered guidance .,a company spokesman be not immediately available to discuss any specific reason for the lower guidance .,,apw_eng_20041206_0251_8,"Analysts were expecting a loss of 7 cents -LRB- 5 euro cents -RRB- a share on revenue of $ 174 million -LRB- euro129 .5 million -RRB- , according to Thomson First Call .",a company spokesman was n't immediately available to discuss any specific reasons for the lowered guidance .,a company spokesman be not immediately available to discuss any specific reason for the lower guidance .,"3Com expects second-quarter gross margins of about 35 percent , below its prior outlook and the first-quarter level , both of which were 38 percent .",n't,immediately,available,n't,immediately,available,4,5,6,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,4-5-6,immediateNeg
apw_eng_20041206_0220_6:24-25-26,He also said it was necessary to make crossing borders easier for citizens of countries _ such as Ukraine and Serbia _ which were not yet close to joining the European Union .,he also say it be necessary to make cross border easier for citizen of country _ such as Ukraine and Serbia _ which be not yet close to join the European Union .,,apw_eng_20041206_0220_6,-LBQ-  We have to change naturalization rules .  -RDQ-,he also said it was necessary to make crossing borders easier for citizens of countries _ such as Ukraine and Serbia _ which were not yet close to joining the European Union .,he also say it be necessary to make cross border easier for citizen of country _ such as Ukraine and Serbia _ which be not yet close to join the European Union .,"Some 2.5 million ethnic Hungarians live in the neighboring countries , including 1.4 million in Romania , 300,000 in Serbia and 150,000 in Ukraine .",not,yet,close,not,yet,close,24,25,26,"{'lemma': 'close', 'ix': 26, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'country'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'neg', 'head': 'close'}",neg,"{'lemma': 'close', 'ix': 26, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'country'}","{'lemma': 'yet', 'ix': 25, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'close'}",advmod,apw_eng_200412,24-25-26,immediateNeg
apw_eng_20041206_0219_23:2-3-4,It was not immediately clear why the number of charges were reduced .,it be not immediately clear why the number of charge were reduce .,,apw_eng_20041206_0219_23,"But at Monday 's hearing , conducted on a U.S. military base , officials ordered May face just one charge .",it was not immediately clear why the number of charges were reduced .,it be not immediately clear why the number of charge were reduce .,"May did not enter a plea during the Article 32 case , the military equivalent of a civilian preliminary hearing , and was not called on to testify .",not,immediately,clear,not,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041206_0219_14:14-15-16,"-LBQ-  But the area where they -LRB- the 343 Quartermaster Company -RRB- drive is no less dangerous than any other location in Iraq , and their unit has not taken any casualties in the 10 months they have been here ,  -RDQ-  Boylan said .","`` but the area where they -lrb- the 343 Quartermaster Company -rrb- drive be no less dangerous than any other location in Iraq , and they unit has not take any casualty in the 10 month they have be here , '' Boylan say .",,apw_eng_20041206_0219_14,"U.S. convoys , particularly larger ones that include trucks carrying oil and other military supplies , are regular targets for insurgents in Iraq , who have used roadside bombs and ambushes to deadly effect on the country 's roads and highways to try derail American-led reconstruction efforts .","`` But the area where they -LRB- the 343 Quartermaster Company -RRB- drive is no less dangerous than any other location in Iraq , and their unit has not taken any casualties in the 10 months they have been here , '' Boylan said .","`` but the area where they -lrb- the 343 Quartermaster Company -rrb- drive be no less dangerous than any other location in Iraq , and they unit has not take any casualty in the 10 month they have be here , '' Boylan say .","Boylan said the soldiers were expected to remain in Iraq until their 12-month tour of duty ends in March and that most were continuing to perform the same duties , but some have been assigned to other units .",no,less,dangerous,no,less,dangerous,14,15,16,"{'lemma': 'dangerous', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'no', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dangerous'}",advmod,"{'lemma': 'dangerous', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'less', 'ix': 15, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'dangerous'}",advmod,apw_eng_200412,14-15-16,immediateNeg
apw_eng_20041206_0163_1:23-24-25,"Michael Jackson has voluntarily given a DNA sample to authorities , according to a source close to the case , but it was not immediately clear how officials planned to use the sample in the singer 's child molestation case .","Michael Jackson has voluntarily give a dna sample to authority , accord to a source close to the case , but it be not immediately clear how official plan to use the sample in the singer 's child molestation case .",,apw_eng_20041206_0163_1,,"Michael Jackson has voluntarily given a DNA sample to authorities , according to a source close to the case , but it was not immediately clear how officials planned to use the sample in the singer 's child molestation case .","Michael Jackson has voluntarily give a dna sample to authority , accord to a source close to the case , but it be not immediately clear how official plan to use the sample in the singer 's child molestation case .","Monday is the deadline for prosecutors and defense lawyers to complete the discovery process , in which both sides exchange evidence they have gathered during pretrial investigations .",not,immediately,clear,not,immediately,clear,23,24,25,"{'lemma': 'clear', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'give'}","{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'give'}","{'lemma': 'immediately', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,23-24-25,immediateNeg
apw_eng_20041206_0147_3:7-8-9,Details of the talks with Assad were not immediately available .,detail of the talk with Assad be not immediately available .,,apw_eng_20041206_0147_3,"Mahmoud Abbas , Arafat 's successor as leader of the Palestine Liberation Organization , and Palestinian Authority Prime Minister Ahmed Qureia visited the Syrian capital as part of a tour of Arab countries to reenergize Mideast peace efforts following the death of Arafat on Nov. 9 .",details of the talks with Assad were not immediately available .,detail of the talk with Assad be not immediately available .,The Palestinian officials were expected to brief the Syrian leadership about the upcoming elections and attempts to renew peace negotiations with Israel .,not,immediately,available,not,immediately,available,7,8,9,"{'lemma': 'available', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,apw_eng_200412,7-8-9,immediateNeg
apw_eng_20041206_0029_7:2-3-4,It was not immediately clear what reforms were being proposed .,it be not immediately clear what reform were being propose .,,apw_eng_20041206_0029_7,"-LBQ-  Although we have a strategy to deal with these issues , we need a little bit more time ,  -RDQ-  he said .",it was not immediately clear what reforms were being proposed .,it be not immediately clear what reform were being propose .,"Last week , a government report from neighboring Australia found that Papua New Guinea 's economic outlook had improved after years of decline , largely due to soaring commodity prices and the likely successes of a nickel and cobalt mine and a new gas project .",not,immediately,clear,not,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041206_0002_64:6-34-35,"To her family , Parks was never a celebrity , just a beloved aunt , who delighted in their huge annual family reunions , who was always reading and inquiring about current affairs , always willing to look at life in a fresh way .","to she family , Parks be never a celebrity , just a beloved aunt , who delight in they huge annual family reunion , who was always read and inquire about current affair , always willing to look at life in a fresh way .",,apw_eng_20041206_0002_64,She accepted many honors .,"to her family , Parks was never a celebrity , just a beloved aunt , who delighted in their huge annual family reunions , who was always reading and inquiring about current affairs , always willing to look at life in a fresh way .","to she family , Parks be never a celebrity , just a beloved aunt , who delight in they huge annual family reunion , who was always read and inquire about current affair , always willing to look at life in a fresh way .","In her 80s she became a vegetarian , took up yoga , learned the computer .",never,always,willing,never,always,willing,6,34,35,"{'lemma': 'willing', 'ix': 35, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'never', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'willing'}",neg,"{'lemma': 'willing', 'ix': 35, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'always', 'ix': 34, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'willing'}",advmod,apw_eng_200412,6-34-35,immediateNeg
apw_eng_20041205_0210_7:2-3-4,It was n't immediately clear how authorities planned to use the DNA in Jackson 's child molestation case .,it be not immediately clear how authority plan to use the dna in Jackson 's child molestation case .,,apw_eng_20041205_0210_7,A cotton swab was used to collect the sample from Jackson 's mouth .,it was n't immediately clear how authorities planned to use the DNA in Jackson 's child molestation case .,it be not immediately clear how authority plan to use the dna in Jackson 's child molestation case .,"Also while at Jackson 's ranch , sheriff 's investigators measured rooms , trying to establish the sight lines from one room to another , the source said .",n't,immediately,clear,n't,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041205_0201_17:2-4-5,I ca n't be too disappointed in that .  -RDQ-,I can not be too disappointed in that . '',,apw_eng_20041205_0201_17,-LBQ-  It beats all my results from last year already in three days .,i ca n't be too disappointed in that . '',I can not be too disappointed in that . '',"The results from the first super-G of the season left Finland 's Tanja Poutiainen , who does not compete in the speed disciplines , atop the overall standings with 340 points .",n't,too,disappointed,n't,too,disappointed,2,4,5,"{'lemma': 'disappointed', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'disappointed'}",neg,"{'lemma': 'disappointed', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'too', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'disappointed'}",advmod,apw_eng_200412,2-4-5,immediateNeg
apw_eng_20041205_0185_4:18-19-20,"Authorities sought to coax away the man , identified as explosives expert Regis Le Tohic , but were not immediately able to establish any contact with him , officials said .","authority seek to coax away the man , identify as explosive expert Regis Le Tohic , but be not immediately able to establish any contact with he , official say .",,apw_eng_20041205_0185_4,"The 46-year-old warrant officer on Saturday seized control of the warehouse where he works near the town of Fere-Champenoise , about 100 kilometers -LRB- 60 miles -RRB- east of Paris , the officials said .","authorities sought to coax away the man , identified as explosives expert Regis Le Tohic , but were not immediately able to establish any contact with him , officials said .","authority seek to coax away the man , identify as explosive expert Regis Le Tohic , but be not immediately able to establish any contact with he , official say .",His lawyer and three family members rushed to the scene in a bid to help end the standoff .,not,immediately,able,not,immediately,able,18,19,20,"{'lemma': 'able', 'ix': 20, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seek'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'able'}",neg,"{'lemma': 'able', 'ix': 20, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seek'}","{'lemma': 'immediately', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'able'}",advmod,apw_eng_200412,18-19-20,immediateNeg
apw_eng_20041205_0161_5:12-13-14,"Afterwards , Lange complained his new German 1 sled 's technology was n't as good as those piloted by Hays and Zubkov , who also finished 1-2 in the season opener .","afterwards , Lange complain he new german 1 sled 's technology be not as good as those pilot by Hays and Zubkov , who also finish 1-2 in the season opener .",,apw_eng_20041205_0161_5,"Olympic champion Andre Lange of Germany finished third in 1 -COL- 49.52 to take European silver , while compatriot Matthias Hoepfner was fourth to claim the bronze another two-hundredths of a second back .","afterwards , Lange complained his new German 1 sled 's technology was n't as good as those piloted by Hays and Zubkov , who also finished 1-2 in the season opener .","afterwards , Lange complain he new german 1 sled 's technology be not as good as those pilot by Hays and Zubkov , who also finish 1-2 in the season opener .","Lange was third , five-hundredths of a second off the lead following the first run , but had the eighth-fastest second run , 31-hundredths slower than Hays ' time .",n't,as,good,n't,as,good,12,13,14,"{'lemma': 'good', 'ix': 14, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'complain'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 14, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'complain'}","{'lemma': 'as', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,apw_eng_200412,12-13-14,immediateNeg
apw_eng_20041205_0142_6:7-8-9,Taylor said the U.S. growth story is not much different from what is happening elsewhere in the world .,Taylor say the U.S. growth story be not much different from what is happen elsewhere in the world .,,apw_eng_20041205_0142_6,"In the July-September quarter , the U.S. economy expanded by 3.9 percent , compared with 3.7 percent in the previous quarter .",Taylor said the U.S. growth story is not much different from what is happening elsewhere in the world .,Taylor say the U.S. growth story be not much different from what is happen elsewhere in the world .,"-LBQ-  Japan , France , the United Kingdom , and Canada have also been growing well , though Germany unfortunately continues to lag ,  -RDQ-  Taylor said .",not,much,different,not,much,different,7,8,9,"{'lemma': 'different', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'different'}",neg,"{'lemma': 'different', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'much', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,apw_eng_200412,7-8-9,immediateNeg
apw_eng_20041205_0137_3:2-3-4,It was not immediately clear why the other migrants would not be testifying .,it be not immediately clear why the other migrant would not be testify .,,apw_eng_20041205_0137_3,"Fifty-one of the 83 migrants caught Friday in northern Puerto Rico will remain in jail until the case is heard in a federal court in the U.S. Caribbean territory , El Nuevo Dia newspaper reported Sunday , quoting immigration spokesman Ivan Ortiz .",it was not immediately clear why the other migrants would not be testifying .,it be not immediately clear why the other migrant would not be testify .,"Authorities have identified six possible human smugglers among the group , Ortiz was quoted as saying .",not,immediately,clear,not,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041205_0131_5:16-17-18,"The exact cause of the fighting , or which side was the attacking force , was not immediately clear .","the exact cause of the fighting , or which side be the attack force , be not immediately clear .",,apw_eng_20041205_0131_5,"Sunday 's fighting follows clashes between rival militias on Wednesday and Thursday for control of another village in Galguduud region , Galinsoor , in which as many as 29 people were killed and 30 wounded .","the exact cause of the fighting , or which side was the attacking force , was not immediately clear .","the exact cause of the fighting , or which side be the attack force , be not immediately clear .",It was n't clear who was in control of the village .,not,immediately,clear,not,immediately,clear,16,17,18,"{'lemma': 'clear', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,16-17-18,immediateNeg
apw_eng_20041205_0121_15:2-3-4,"It was not immediately clear what effect the Red Crescent 's withdrawal will have on Fallujah , a city of about 300,000 people , most of whom fled before the U.S.-led military operation started .","it be not immediately clear what effect the Red Crescent 's withdrawal will have on Fallujah , a city of about 300,000 people , most of whom flee before the u.s.-led military operation start .",,apw_eng_20041205_0121_15,"Hakki said there had been recent  -LBQ-  skirmishes  -RDQ-  near the Red Crescent 's base in the city , located 65 kilometers -LRB- 40 miles -RRB- west of Baghdad .","it was not immediately clear what effect the Red Crescent 's withdrawal will have on Fallujah , a city of about 300,000 people , most of whom fled before the U.S.-led military operation started .","it be not immediately clear what effect the Red Crescent 's withdrawal will have on Fallujah , a city of about 300,000 people , most of whom flee before the u.s.-led military operation start .",Many Iraqis have complained that the military onslaught against the city destroyed infrastructure and led to a deteriorated humanitarian situation in the city .,not,immediately,clear,not,immediately,clear,2,3,4,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,apw_eng_200412,2-3-4,immediateNeg
apw_eng_20041205_0041_16:4-5-6,But his coattails were n't that long .,but he coattail be not that long .,,apw_eng_20041205_0041_16,And he picked up a few House and Senate seats .,but his coattails were n't that long .,but he coattail be not that long .,"I do n't think you can come back after the election and expect people to just fall in line ,  -RDQ-  Nofziger said .",n't,that,long,n't,that,long,4,5,6,"{'lemma': 'long', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'long'}",neg,"{'lemma': 'long', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'that', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'long'}",advmod,apw_eng_200412,4-5-6,immediateNeg
apw_eng_20041205_0039_15:4-5-6,"-LBQ-  The idea is not totally bad _ at least we could remind ourselves that violence is not a good thing ,  -RDQ-  he added .","`` the idea be not totally bad _ at least we could remind ourselves that violence be not a good thing , '' he add .",,apw_eng_20041205_0039_15,"-LBQ-  The majority of people in the deep south do not know the meaning of origami birds and , so , they are not so excited about the event ,  -RDQ-  said Abdulraman Abdulsamad , chairman of the Islamic Council of Narathiwat .","`` The idea is not totally bad _ at least we could remind ourselves that violence is not a good thing , '' he added .","`` the idea be not totally bad _ at least we could remind ourselves that violence be not a good thing , '' he add .","Rusiya Maha , 23 , a housewife in Narathiwat 's Ruesoh district , said she did n't have any special plans for the occasion .",not,totally,bad,not,totally,bad,4,5,6,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'add'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'add'}","{'lemma': 'totally', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,apw_eng_200412,4-5-6,immediateNeg
apw_eng_20041205_0039_14:23-24-25,"-LBQ-  The majority of people in the deep south do not know the meaning of origami birds and , so , they are not so excited about the event ,  -RDQ-  said Abdulraman Abdulsamad , chairman of the Islamic Council of Narathiwat .","`` the majority of people in the deep south do not know the meaning of origami bird and , so , they be not so excited about the event , '' say Abdulraman Abdulsamad , chairman of the Islamic Council of Narathiwat .",,apw_eng_20041205_0039_14,"While millions of Thais in other parts of the country took up the idea of the paper cranes with enthusiasm , reaction in the south has been mixed .","`` The majority of people in the deep south do not know the meaning of origami birds and , so , they are not so excited about the event , '' said Abdulraman Abdulsamad , chairman of the Islamic Council of Narathiwat .","`` the majority of people in the deep south do not know the meaning of origami bird and , so , they be not so excited about the event , '' say Abdulraman Abdulsamad , chairman of the Islamic Council of Narathiwat .","-LBQ-  The idea is not totally bad _ at least we could remind ourselves that violence is not a good thing ,  -RDQ-  he added .",not,so,excited,not,so,excited,23,24,25,"{'lemma': 'excited', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'neg', 'head': 'excited'}",neg,"{'lemma': 'excited', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'so', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'excited'}",advmod,apw_eng_200412,23-24-25,immediateNeg
apw_eng_20041205_0034_53:2-4-5,"Nowitzki was n't quite as sharp as he was two nights earlier in setting a franchise scoring record against Houston , but his 10-for-19 field goal shooting and 8-for-8 performance from the free throw line were good enough to send the Mavericks to their fourth victory in five games .","Nowitzki be not quite as sharp as he be two night earlier in set a franchise scoring record against Houston , but he 10-for-19 field goal shoot and 8-for-8 performance from the free throw line be good enough to send the Mavericks to they fourth victory in five game .",,apw_eng_20041205_0034_53,"In Dallas , Dirk Nowitzki followed up his 53-point outburst with 30 points and seven rebounds as Dallas downed Utah .","Nowitzki was n't quite as sharp as he was two nights earlier in setting a franchise scoring record against Houston , but his 10-for-19 field goal shooting and 8-for-8 performance from the free throw line were good enough to send the Mavericks to their fourth victory in five games .","Nowitzki be not quite as sharp as he be two night earlier in set a franchise scoring record against Houston , but he 10-for-19 field goal shoot and 8-for-8 performance from the free throw line be good enough to send the Mavericks to they fourth victory in five game .","Jason Terry scored a season-high 19 points and added nine assists , and Jerry Stackhouse added 18 points for Dallas .",n't,as,sharp,n't,as,sharp,2,4,5,"{'lemma': 'sharp', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sharp'}",neg,"{'lemma': 'sharp', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sharp'}",advmod,apw_eng_200412,2-4-5,immediateNeg
